b'id',b'key',b'value',b'type' 
b'3411171796',b'postcode',b'40203',b'addr'
b'3411171796',b'state',b'KY',b'addr'
b'3411171796',b'street',b'South Jackson Street',b'addr'
b'3411171796',b'unit',b'2',b'addr'
b'3411171797',b'city',b'Louisville',b'addr'
b'3411171797',b'housenumber',b'1016',b'addr'
b'3411171797',b'postcode',b'40203',b'addr'
b'3411171797',b'state',b'KY',b'addr'
b'3411171797',b'street',b'South Jackson Street',b'addr'
b'3411171797',b'unit',b'8',b'addr'
b'3411171798',b'city',b'Louisville',b'addr'
b'3411171798',b'housenumber',b'1016',b'addr'
b'3411171798',b'postcode',b'40203',b'addr'
b'3411171798',b'state',b'KY',b'addr'
b'3411171798',b'street',b'South Jackson Street',b'addr'
b'3411171798',b'unit',b'1',b'addr'
b'3411171799',b'city',b'Louisville',b'addr'
b'3411171799',b'housenumber',b'1016',b'addr'
b'3411171799',b'postcode',b'40203',b'addr'
b'3411171799',b'state',b'KY',b'addr'
b'3411171799',b'street',b'South Jackson Street',b'addr'
b'3411171799',b'unit',b'7',b'addr'
b'3411171800',b'city',b'Louisville',b'addr'
b'3411171800',b'housenumber',b'1017',b'addr'
b'3411171800',b'postcode',b'40203',b'addr'
b'3411171800',b'state',b'KY',b'addr'
b'3411171800',b'street',b'South Floyd Street',b'addr'
b'3411171801',b'city',b'Louisville',b'addr'
b'3411171801',b'housenumber',b'1017',b'addr'
b'3411171801',b'postcode',b'40203',b'addr'
b'3411171801',b'state',b'KY',b'addr'
b'3411171801',b'street',b'South Jackson Street',b'addr'
b'3411171801',b'unit',b'3',b'addr'
b'3411171802',b'city',b'Louisville',b'addr'
b'3411171802',b'housenumber',b'1017',b'addr'
b'3411171802',b'postcode',b'40203',b'addr'
b'3411171802',b'state',b'KY',b'addr'
b'3411171802',b'street',b'South Jackson Street',b'addr'
b'3411171802',b'unit',b'6',b'addr'
b'3411171803',b'city',b'Louisville',b'addr'
b'3411171803',b'housenumber',b'1017',b'addr'
b'3411171803',b'postcode',b'40203',b'addr'
b'3411171803',b'state',b'KY',b'addr'
b'3411171803',b'street',b'South Jackson Street',b'addr'
b'3411171803',b'unit',b'2',b'addr'
b'3411171804',b'city',b'Louisville',b'addr'
b'3411171804',b'housenumber',b'1017',b'addr'
b'3411171804',b'postcode',b'40203',b'addr'
b'3411171804',b'state',b'KY',b'addr'
b'3411171804',b'street',b'South Jackson Street',b'addr'
b'3411171804',b'unit',b'5',b'addr'
b'3411171805',b'city',b'Louisville',b'addr'
b'3411171805',b'housenumber',b'1017',b'addr'
b'3411171805',b'postcode',b'40203',b'addr'
b'3411171805',b'state',b'KY',b'addr'
b'3411171805',b'street',b'South Jackson Street',b'addr'
b'3411171805',b'unit',b'1',b'addr'
b'3411171806',b'city',b'Louisville',b'addr'
b'3411171806',b'housenumber',b'1017',b'addr'
b'3411171806',b'postcode',b'40203',b'addr'
b'3411171806',b'state',b'KY',b'addr'
b'3411171806',b'street',b'South Jackson Street',b'addr'
b'3411171806',b'unit',b'4',b'addr'
b'3411171807',b'city',b'Louisville',b'addr'
b'3411171807',b'housenumber',b'1017',b'addr'
b'3411171807',b'postcode',b'40203',b'addr'
b'3411171807',b'state',b'KY',b'addr'
b'3411171807',b'street',b'South Preston Street',b'addr'
b'3411171808',b'city',b'Louisville',b'addr'
b'3411171808',b'housenumber',b'1018',b'addr'
b'3411171808',b'postcode',b'40203',b'addr'
b'3411171808',b'state',b'KY',b'addr'
b'3411171808',b'street',b'South Hancock Street',b'addr'
b'3411171809',b'city',b'Louisville',b'addr'
b'3411171809',b'housenumber',b'1019',b'addr'
b'3411171809',b'postcode',b'40203',b'addr'
b'3411171809',b'state',b'KY',b'addr'
b'3411171809',b'street',b'South Floyd Street',b'addr'
b'3411171810',b'city',b'Louisville',b'addr'
b'3411171810',b'housenumber',b'1019',b'addr'
b'3411171810',b'postcode',b'40203',b'addr'
b'3411171810',b'state',b'KY',b'addr'
b'3411171810',b'street',b'South Jackson Street',b'addr'
b'3411171810',b'unit',b'3',b'addr'
b'3411171811',b'city',b'Louisville',b'addr'
b'3411171811',b'housenumber',b'1019',b'addr'
b'3411171811',b'postcode',b'40203',b'addr'
b'3411171811',b'state',b'KY',b'addr'
b'3411171811',b'street',b'South Jackson Street',b'addr'
b'3411171811',b'unit',b'6',b'addr'
b'3411171812',b'city',b'Louisville',b'addr'
b'3411171812',b'housenumber',b'1019',b'addr'
b'3411171812',b'postcode',b'40203',b'addr'
b'3411171812',b'state',b'KY',b'addr'
b'3411171812',b'street',b'South Jackson Street',b'addr'
b'3411171812',b'unit',b'2',b'addr'
b'3411171813',b'city',b'Louisville',b'addr'
b'3411171813',b'housenumber',b'1019',b'addr'
b'3411171813',b'postcode',b'40203',b'addr'
b'3411171813',b'state',b'KY',b'addr'
b'3411171813',b'street',b'South Jackson Street',b'addr'
b'3411171813',b'unit',b'5',b'addr'
b'3411171814',b'city',b'Louisville',b'addr'
b'3411171814',b'housenumber',b'1019',b'addr'
b'3411171814',b'postcode',b'40203',b'addr'
b'3411171814',b'state',b'KY',b'addr'
b'3411171814',b'street',b'South Jackson Street',b'addr'
b'3411171814',b'unit',b'1',b'addr'
b'3411171815',b'city',b'Louisville',b'addr'
b'3411171815',b'housenumber',b'1019',b'addr'
b'3411171815',b'postcode',b'40203',b'addr'
b'3411171815',b'state',b'KY',b'addr'
b'3411171815',b'street',b'South Jackson Street',b'addr'
b'3411171815',b'unit',b'4',b'addr'
b'3411171816',b'city',b'Louisville',b'addr'
b'3411171816',b'housenumber',b'1020',b'addr'
b'3411171816',b'postcode',b'40203',b'addr'
b'3411171816',b'state',b'KY',b'addr'
b'3411171816',b'street',b'South Hancock Street',b'addr'
b'3411171817',b'city',b'Louisville',b'addr'
b'3411171817',b'housenumber',b'1021',b'addr'
b'3411171817',b'postcode',b'40203',b'addr'
b'3411171817',b'state',b'KY',b'addr'
b'3411171817',b'street',b'South Floyd Street',b'addr'
b'3411171818',b'city',b'Louisville',b'addr'
b'3411171818',b'housenumber',b'1021',b'addr'
b'3411171818',b'postcode',b'40203',b'addr'
b'3411171818',b'state',b'KY',b'addr'
b'3411171818',b'street',b'South Jackson Street',b'addr'
b'3411171818',b'unit',b'3',b'addr'
b'3411171819',b'city',b'Louisville',b'addr'
b'3411171819',b'housenumber',b'1021',b'addr'
b'3411171819',b'postcode',b'40203',b'addr'
b'3411171819',b'state',b'KY',b'addr'
b'3411171819',b'street',b'South Jackson Street',b'addr'
b'3411171819',b'unit',b'6',b'addr'
b'3411171820',b'city',b'Louisville',b'addr'
b'3411171820',b'housenumber',b'1021',b'addr'
b'3411171820',b'postcode',b'40203',b'addr'
b'3411171820',b'state',b'KY',b'addr'
b'3411171820',b'street',b'South Jackson Street',b'addr'
b'3411171820',b'unit',b'2',b'addr'
b'3411171821',b'city',b'Louisville',b'addr'
b'3411171821',b'housenumber',b'1021',b'addr'
b'3411171821',b'postcode',b'40203',b'addr'
b'3411171821',b'state',b'KY',b'addr'
b'3411171821',b'street',b'South Jackson Street',b'addr'
b'3411171821',b'unit',b'5',b'addr'
b'3411171822',b'city',b'Louisville',b'addr'
b'3411171822',b'housenumber',b'1021',b'addr'
b'3411171822',b'postcode',b'40203',b'addr'
b'3411171822',b'state',b'KY',b'addr'
b'3411171822',b'street',b'South Jackson Street',b'addr'
b'3411171822',b'unit',b'1',b'addr'
b'3411171823',b'city',b'Louisville',b'addr'
b'3411171823',b'housenumber',b'1021',b'addr'
b'3411171823',b'postcode',b'40203',b'addr'
b'3411171823',b'state',b'KY',b'addr'
b'3411171823',b'street',b'South Jackson Street',b'addr'
b'3411171823',b'unit',b'4',b'addr'
b'3411171824',b'city',b'Louisville',b'addr'
b'3411171824',b'housenumber',b'1022',b'addr'
b'3411171824',b'postcode',b'40203',b'addr'
b'3411171824',b'state',b'KY',b'addr'
b'3411171824',b'street',b'South Hancock Street',b'addr'
b'3411171825',b'city',b'Louisville',b'addr'
b'3411171825',b'housenumber',b'1023',b'addr'
b'3411171825',b'postcode',b'40203',b'addr'
b'3411171825',b'state',b'KY',b'addr'
b'3411171825',b'street',b'South Jackson Street',b'addr'
b'3411171825',b'unit',b'6',b'addr'
b'3411171826',b'city',b'Louisville',b'addr'
b'3411171826',b'housenumber',b'1023',b'addr'
b'3411171826',b'postcode',b'40203',b'addr'
b'3411171826',b'state',b'KY',b'addr'
b'3411171826',b'street',b'South Jackson Street',b'addr'
b'3411171826',b'unit',b'3',b'addr'
b'3411171827',b'city',b'Louisville',b'addr'
b'3411171827',b'housenumber',b'1023',b'addr'
b'3411171827',b'postcode',b'40203',b'addr'
b'3411171827',b'state',b'KY',b'addr'
b'3411171827',b'street',b'South Jackson Street',b'addr'
b'3411171827',b'unit',b'5',b'addr'
b'3411171828',b'city',b'Louisville',b'addr'
b'3411171828',b'housenumber',b'1023',b'addr'
b'3411171828',b'postcode',b'40203',b'addr'
b'3411171828',b'state',b'KY',b'addr'
b'3411171828',b'street',b'South Jackson Street',b'addr'
b'3411171828',b'unit',b'2',b'addr'
b'3411171829',b'city',b'Louisville',b'addr'
b'3411171829',b'housenumber',b'1023',b'addr'
b'3411171829',b'postcode',b'40203',b'addr'
b'3411171829',b'state',b'KY',b'addr'
b'3411171829',b'street',b'South Jackson Street',b'addr'
b'3411171829',b'unit',b'4',b'addr'
b'3411171830',b'city',b'Louisville',b'addr'
b'3411171830',b'housenumber',b'1023',b'addr'
b'3411171830',b'postcode',b'40203',b'addr'
b'3411171830',b'state',b'KY',b'addr'
b'3411171830',b'street',b'South Jackson Street',b'addr'
b'3411171830',b'unit',b'1',b'addr'
b'3411171831',b'city',b'Louisville',b'addr'
b'3411171831',b'housenumber',b'1024',b'addr'
b'3411171831',b'postcode',b'40203',b'addr'
b'3411171831',b'state',b'KY',b'addr'
b'3411171831',b'street',b'South Floyd Street',b'addr'
b'3411171832',b'city',b'Louisville',b'addr'
b'3411171832',b'housenumber',b'1024',b'addr'
b'3411171832',b'postcode',b'40203',b'addr'
b'3411171832',b'state',b'KY',b'addr'
b'3411171832',b'street',b'South Hancock Street',b'addr'
b'3411171833',b'city',b'Louisville',b'addr'
b'3411171833',b'housenumber',b'1025',b'addr'
b'3411171833',b'postcode',b'40203',b'addr'
b'3411171833',b'state',b'KY',b'addr'
b'3411171833',b'street',b'South Jackson Street',b'addr'
b'3411171833',b'unit',b'3',b'addr'
b'3411171834',b'city',b'Louisville',b'addr'
b'3411171834',b'housenumber',b'1025',b'addr'
b'3411171834',b'postcode',b'40203',b'addr'
b'3411171834',b'state',b'KY',b'addr'
b'3411171834',b'street',b'South Jackson Street',b'addr'
b'3411171834',b'unit',b'6',b'addr'
b'3411171835',b'city',b'Louisville',b'addr'
b'3411171835',b'housenumber',b'1025',b'addr'
b'3411171835',b'postcode',b'40203',b'addr'
b'3411171835',b'state',b'KY',b'addr'
b'3411171835',b'street',b'South Jackson Street',b'addr'
b'3411171835',b'unit',b'2',b'addr'
b'3411171836',b'city',b'Louisville',b'addr'
b'3411171836',b'housenumber',b'1025',b'addr'
b'3411171836',b'postcode',b'40203',b'addr'
b'3411171836',b'state',b'KY',b'addr'
b'3411171836',b'street',b'South Jackson Street',b'addr'
b'3411171836',b'unit',b'5',b'addr'
b'3411171837',b'city',b'Louisville',b'addr'
b'3411171837',b'housenumber',b'1025',b'addr'
b'3411171837',b'postcode',b'40203',b'addr'
b'3411171837',b'state',b'KY',b'addr'
b'3411171837',b'street',b'South Jackson Street',b'addr'
b'3411171837',b'unit',b'1',b'addr'
b'3411171838',b'city',b'Louisville',b'addr'
b'3411171838',b'housenumber',b'1025',b'addr'
b'3411171838',b'postcode',b'40203',b'addr'
b'3411171838',b'state',b'KY',b'addr'
b'3411171838',b'street',b'South Jackson Street',b'addr'
b'3411171838',b'unit',b'4',b'addr'
b'3411171839',b'city',b'Louisville',b'addr'
b'3411171839',b'housenumber',b'1026',b'addr'
b'3411171839',b'postcode',b'40203',b'addr'
b'3411171839',b'state',b'KY',b'addr'
b'3411171839',b'street',b'South Hancock Street',b'addr'
b'3411171840',b'city',b'Louisville',b'addr'
b'3411171840',b'housenumber',b'1026',b'addr'
b'3411171840',b'postcode',b'40203',b'addr'
b'3411171840',b'state',b'KY',b'addr'
b'3411171840',b'street',b'South Preston Street',b'addr'
b'3411171841',b'city',b'Louisville',b'addr'
b'3411171841',b'housenumber',b'1027',b'addr'
b'3411171841',b'postcode',b'40203',b'addr'
b'3411171841',b'state',b'KY',b'addr'
b'3411171841',b'street',b'South Jackson Street',b'addr'
b'3411171841',b'unit',b'3',b'addr'
b'3411171842',b'city',b'Louisville',b'addr'
b'3411171842',b'housenumber',b'1027',b'addr'
b'3411171842',b'postcode',b'40203',b'addr'
b'3411171842',b'state',b'KY',b'addr'
b'3411171842',b'street',b'South Jackson Street',b'addr'
b'3411171842',b'unit',b'6',b'addr'
b'3411171843',b'city',b'Louisville',b'addr'
b'3411171843',b'housenumber',b'1027',b'addr'
b'3411171843',b'postcode',b'40203',b'addr'
b'3411171843',b'state',b'KY',b'addr'
b'3411171843',b'street',b'South Jackson Street',b'addr'
b'3411171843',b'unit',b'2',b'addr'
b'3411171844',b'city',b'Louisville',b'addr'
b'3411171844',b'housenumber',b'1027',b'addr'
b'3411171844',b'postcode',b'40203',b'addr'
b'3411171844',b'state',b'KY',b'addr'
b'3411171844',b'street',b'South Jackson Street',b'addr'
b'3411171844',b'unit',b'5',b'addr'
b'3411171845',b'city',b'Louisville',b'addr'
b'3411171845',b'housenumber',b'1027',b'addr'
b'3411171845',b'postcode',b'40203',b'addr'
b'3411171845',b'state',b'KY',b'addr'
b'3411171845',b'street',b'South Jackson Street',b'addr'
b'3411171845',b'unit',b'1',b'addr'
b'3411171846',b'city',b'Louisville',b'addr'
b'3411171846',b'housenumber',b'1027',b'addr'
b'3411171846',b'postcode',b'40203',b'addr'
b'3411171846',b'state',b'KY',b'addr'
b'3411171846',b'street',b'South Jackson Street',b'addr'
b'3411171846',b'unit',b'4',b'addr'
b'3411171847',b'city',b'Louisville',b'addr'
b'3411171847',b'housenumber',b'1028',b'addr'
b'3411171847',b'postcode',b'40203',b'addr'
b'3411171847',b'state',b'KY',b'addr'
b'3411171847',b'street',b'South Hancock Street',b'addr'
b'3411171848',b'city',b'Louisville',b'addr'
b'3411171848',b'housenumber',b'1028',b'addr'
b'3411171848',b'postcode',b'40203',b'addr'
b'3411171848',b'state',b'KY',b'addr'
b'3411171848',b'street',b'South Preston Street',b'addr'
b'3411171849',b'city',b'Louisville',b'addr'
b'3411171849',b'housenumber',b'1029',b'addr'
b'3411171849',b'postcode',b'40203',b'addr'
b'3411171849',b'state',b'KY',b'addr'
b'3411171849',b'street',b'South Preston Street',b'addr'
b'3411171850',b'city',b'Louisville',b'addr'
b'3411171850',b'housenumber',b'1030',b'addr'
b'3411171850',b'postcode',b'40203',b'addr'
b'3411171850',b'state',b'KY',b'addr'
b'3411171850',b'street',b'South Hancock Street',b'addr'
b'3411171851',b'city',b'Louisville',b'addr'
b'3411171851',b'housenumber',b'1030',b'addr'
b'3411171851',b'postcode',b'40203',b'addr'
b'3411171851',b'state',b'KY',b'addr'
b'3411171851',b'street',b'South Preston Street',b'addr'
b'3411171852',b'city',b'Louisville',b'addr'
b'3411171852',b'housenumber',b'1031',b'addr'
b'3411171852',b'postcode',b'40203',b'addr'
b'3411171852',b'state',b'KY',b'addr'
b'3411171852',b'street',b'South Jackson Street',b'addr'
b'3411171852',b'unit',b'12',b'addr'
b'3411171853',b'city',b'Louisville',b'addr'
b'3411171853',b'housenumber',b'1031',b'addr'
b'3411171853',b'postcode',b'40203',b'addr'
b'3411171853',b'state',b'KY',b'addr'
b'3411171853',b'street',b'South Jackson Street',b'addr'
b'3411171853',b'unit',b'11',b'addr'
b'3411171854',b'city',b'Louisville',b'addr'
b'3411171854',b'housenumber',b'1031',b'addr'
b'3411171854',b'postcode',b'40203',b'addr'
b'3411171854',b'state',b'KY',b'addr'
b'3411171854',b'street',b'South Jackson Street',b'addr'
b'3411171854',b'unit',b'10',b'addr'
b'3411171855',b'city',b'Louisville',b'addr'
b'3411171855',b'housenumber',b'1031',b'addr'
b'3411171855',b'postcode',b'40203',b'addr'
b'3411171855',b'state',b'KY',b'addr'
b'3411171855',b'street',b'South Jackson Street',b'addr'
b'3411171855',b'unit',b'9',b'addr'
b'3411171856',b'city',b'Louisville',b'addr'
b'3411171856',b'housenumber',b'1031',b'addr'
b'3411171856',b'postcode',b'40203',b'addr'
b'3411171856',b'state',b'KY',b'addr'
b'3411171856',b'street',b'South Jackson Street',b'addr'
b'3411171856',b'unit',b'7',b'addr'
b'3411171857',b'city',b'Louisville',b'addr'
b'3411171857',b'housenumber',b'1031',b'addr'
b'3411171857',b'postcode',b'40203',b'addr'
b'3411171857',b'state',b'KY',b'addr'
b'3411171857',b'street',b'South Jackson Street',b'addr'
b'3411171857',b'unit',b'8',b'addr'
b'3411171858',b'city',b'Louisville',b'addr'
b'3411171858',b'housenumber',b'1031',b'addr'
b'3411171858',b'postcode',b'40203',b'addr'
b'3411171858',b'state',b'KY',b'addr'
b'3411171858',b'street',b'South Jackson Street',b'addr'
b'3411171858',b'unit',b'6',b'addr'
b'3411171859',b'city',b'Louisville',b'addr'
b'3411171859',b'housenumber',b'1031',b'addr'
b'3411171859',b'postcode',b'40203',b'addr'
b'3411171859',b'state',b'KY',b'addr'
b'3411171859',b'street',b'South Jackson Street',b'addr'
b'3411171859',b'unit',b'5',b'addr'
b'3411171860',b'city',b'Louisville',b'addr'
b'3411171860',b'housenumber',b'1031',b'addr'
b'3411171860',b'postcode',b'40203',b'addr'
b'3411171860',b'state',b'KY',b'addr'
b'3411171860',b'street',b'South Jackson Street',b'addr'
b'3411171860',b'unit',b'4',b'addr'
b'3411171861',b'city',b'Louisville',b'addr'
b'3411171861',b'housenumber',b'1031',b'addr'
b'3411171861',b'postcode',b'40203',b'addr'
b'3411171861',b'state',b'KY',b'addr'
b'3411171861',b'street',b'South Jackson Street',b'addr'
b'3411171861',b'unit',b'3',b'addr'
b'3411171862',b'city',b'Louisville',b'addr'
b'3411171862',b'housenumber',b'1031',b'addr'
b'3411171862',b'postcode',b'40203',b'addr'
b'3411171862',b'state',b'KY',b'addr'
b'3411171862',b'street',b'South Jackson Street',b'addr'
b'3411171862',b'unit',b'2',b'addr'
b'3411171863',b'city',b'Louisville',b'addr'
b'3411171863',b'housenumber',b'1031',b'addr'
b'3411171863',b'postcode',b'40203',b'addr'
b'3411171863',b'state',b'KY',b'addr'
b'3411171863',b'street',b'South Jackson Street',b'addr'
b'3411171863',b'unit',b'1',b'addr'
b'3411171864',b'city',b'Louisville',b'addr'
b'3411171864',b'housenumber',b'1032',b'addr'
b'3411171864',b'postcode',b'40203',b'addr'
b'3411171864',b'state',b'KY',b'addr'
b'3411171864',b'street',b'South Hancock Street',b'addr'
b'3411171865',b'city',b'Louisville',b'addr'
b'3411171865',b'housenumber',b'1032',b'addr'
b'3411171865',b'postcode',b'40203',b'addr'
b'3411171865',b'state',b'KY',b'addr'
b'3411171865',b'street',b'South Preston Street',b'addr'
b'3411171866',b'city',b'Louisville',b'addr'
b'3411171866',b'housenumber',b'1033',b'addr'
b'3411171866',b'postcode',b'40203',b'addr'
b'3411171866',b'state',b'KY',b'addr'
b'3411171866',b'street',b'South Jackson Street',b'addr'
b'3411171866',b'unit',b'12',b'addr'
b'3411171867',b'city',b'Louisville',b'addr'
b'3411171867',b'housenumber',b'1033',b'addr'
b'3411171867',b'postcode',b'40203',b'addr'
b'3411171867',b'state',b'KY',b'addr'
b'3411171867',b'street',b'South Jackson Street',b'addr'
b'3411171867',b'unit',b'11',b'addr'
b'3411171868',b'city',b'Louisville',b'addr'
b'3411171868',b'housenumber',b'1033',b'addr'
b'3411171868',b'postcode',b'40203',b'addr'
b'3411171868',b'state',b'KY',b'addr'
b'3411171868',b'street',b'South Jackson Street',b'addr'
b'3411171868',b'unit',b'10',b'addr'
b'3411171869',b'city',b'Louisville',b'addr'
b'3411171869',b'housenumber',b'1033',b'addr'
b'3411171869',b'postcode',b'40203',b'addr'
b'3411171869',b'state',b'KY',b'addr'
b'3411171869',b'street',b'South Jackson Street',b'addr'
b'3411171869',b'unit',b'9',b'addr'
b'3411171870',b'city',b'Louisville',b'addr'
b'3411171870',b'housenumber',b'1033',b'addr'
b'3411171870',b'postcode',b'40203',b'addr'
b'3411171870',b'state',b'KY',b'addr'
b'3411171870',b'street',b'South Jackson Street',b'addr'
b'3411171870',b'unit',b'8',b'addr'
b'3411171871',b'city',b'Louisville',b'addr'
b'3411171871',b'housenumber',b'1033',b'addr'
b'3411171871',b'postcode',b'40203',b'addr'
b'3411171871',b'state',b'KY',b'addr'
b'3411171871',b'street',b'South Jackson Street',b'addr'
b'3411171871',b'unit',b'7',b'addr'
b'3411171872',b'city',b'Louisville',b'addr'
b'3411171872',b'housenumber',b'1033',b'addr'
b'3411171872',b'postcode',b'40203',b'addr'
b'3411171872',b'state',b'KY',b'addr'
b'3411171872',b'street',b'South Jackson Street',b'addr'
b'3411171872',b'unit',b'6',b'addr'
b'3411171873',b'city',b'Louisville',b'addr'
b'3411171873',b'housenumber',b'1033',b'addr'
b'3411171873',b'postcode',b'40203',b'addr'
b'3411171873',b'state',b'KY',b'addr'
b'3411171873',b'street',b'South Jackson Street',b'addr'
b'3411171873',b'unit',b'5',b'addr'
b'3411171874',b'city',b'Louisville',b'addr'
b'3411171874',b'housenumber',b'1033',b'addr'
b'3411171874',b'postcode',b'40203',b'addr'
b'3411171874',b'state',b'KY',b'addr'
b'3411171874',b'street',b'South Jackson Street',b'addr'
b'3411171874',b'unit',b'4',b'addr'
b'3411171875',b'city',b'Louisville',b'addr'
b'3411171875',b'housenumber',b'1033',b'addr'
b'3411171875',b'postcode',b'40203',b'addr'
b'3411171875',b'state',b'KY',b'addr'
b'3411171875',b'street',b'South Jackson Street',b'addr'
b'3411171875',b'unit',b'3',b'addr'
b'3411171876',b'city',b'Louisville',b'addr'
b'3411171876',b'housenumber',b'1033',b'addr'
b'3411171876',b'postcode',b'40203',b'addr'
b'3411171876',b'state',b'KY',b'addr'
b'3411171876',b'street',b'South Jackson Street',b'addr'
b'3411171876',b'unit',b'2',b'addr'
b'3411171877',b'city',b'Louisville',b'addr'
b'3411171877',b'housenumber',b'1033',b'addr'
b'3411171877',b'postcode',b'40203',b'addr'
b'3411171877',b'state',b'KY',b'addr'
b'3411171877',b'street',b'South Jackson Street',b'addr'
b'3411171877',b'unit',b'1',b'addr'
b'3411171878',b'city',b'Louisville',b'addr'
b'3411171878',b'housenumber',b'1034',b'addr'
b'3411171878',b'postcode',b'40203',b'addr'
b'3411171878',b'state',b'KY',b'addr'
b'3411171878',b'street',b'South Hancock Street',b'addr'
b'3411171879',b'city',b'Louisville',b'addr'
b'3411171879',b'housenumber',b'1034',b'addr'
b'3411171879',b'postcode',b'40203',b'addr'
b'3411171879',b'state',b'KY',b'addr'
b'3411171879',b'street',b'South Preston Street',b'addr'
b'3411171880',b'city',b'Louisville',b'addr'
b'3411171880',b'housenumber',b'1035',b'addr'
b'3411171880',b'postcode',b'40203',b'addr'
b'3411171880',b'state',b'KY',b'addr'
b'3411171880',b'street',b'South Jackson Street',b'addr'
b'3411171880',b'unit',b'7',b'addr'
b'3411171881',b'city',b'Louisville',b'addr'
b'3411171881',b'housenumber',b'1035',b'addr'
b'3411171881',b'postcode',b'40203',b'addr'
b'3411171881',b'state',b'KY',b'addr'
b'3411171881',b'street',b'South Jackson Street',b'addr'
b'3411171881',b'unit',b'8',b'addr'
b'3411171882',b'city',b'Louisville',b'addr'
b'3411171882',b'housenumber',b'1035',b'addr'
b'3411171882',b'postcode',b'40203',b'addr'
b'3411171882',b'state',b'KY',b'addr'
b'3411171882',b'street',b'South Jackson Street',b'addr'
b'3411171882',b'unit',b'9',b'addr'
b'3411171883',b'city',b'Louisville',b'addr'
b'3411171883',b'housenumber',b'1035',b'addr'
b'3411171883',b'postcode',b'40203',b'addr'
b'3411171883',b'state',b'KY',b'addr'
b'3411171883',b'street',b'South Jackson Street',b'addr'
b'3411171883',b'unit',b'10',b'addr'
b'3411171884',b'city',b'Louisville',b'addr'
b'3411171884',b'housenumber',b'1035',b'addr'
b'3411171884',b'postcode',b'40203',b'addr'
b'3411171884',b'state',b'KY',b'addr'
b'3411171884',b'street',b'South Jackson Street',b'addr'
b'3411171884',b'unit',b'11',b'addr'
b'3411171885',b'city',b'Louisville',b'addr'
b'3411171885',b'housenumber',b'1035',b'addr'
b'3411171885',b'postcode',b'40203',b'addr'
b'3411171885',b'state',b'KY',b'addr'
b'3411171885',b'street',b'South Jackson Street',b'addr'
b'3411171885',b'unit',b'12',b'addr'
b'3411171886',b'city',b'Louisville',b'addr'
b'3411171886',b'housenumber',b'1035',b'addr'
b'3411171886',b'postcode',b'40203',b'addr'
b'3411171886',b'state',b'KY',b'addr'
b'3411171886',b'street',b'South Jackson Street',b'addr'
b'3411171886',b'unit',b'1',b'addr'
b'3411171887',b'city',b'Louisville',b'addr'
b'3411171887',b'housenumber',b'1035',b'addr'
b'3411171887',b'postcode',b'40203',b'addr'
b'3411171887',b'state',b'KY',b'addr'
b'3411171887',b'street',b'South Jackson Street',b'addr'
b'3411171887',b'unit',b'2',b'addr'
b'3411171888',b'city',b'Louisville',b'addr'
b'3411171888',b'housenumber',b'1035',b'addr'
b'3411171888',b'postcode',b'40203',b'addr'
b'3411171888',b'state',b'KY',b'addr'
b'3411171888',b'street',b'South Jackson Street',b'addr'
b'3411171888',b'unit',b'3',b'addr'
b'3411171889',b'city',b'Louisville',b'addr'
b'3411171889',b'housenumber',b'1035',b'addr'
b'3411171889',b'postcode',b'40203',b'addr'
b'3411171889',b'state',b'KY',b'addr'
b'3411171889',b'street',b'South Jackson Street',b'addr'
b'3411171889',b'unit',b'4',b'addr'
b'3411171890',b'city',b'Louisville',b'addr'
b'3411171890',b'housenumber',b'1035',b'addr'
b'3411171890',b'postcode',b'40203',b'addr'
b'3411171890',b'state',b'KY',b'addr'
b'3411171890',b'street',b'South Jackson Street',b'addr'
b'3411171890',b'unit',b'5',b'addr'
b'3411171891',b'city',b'Louisville',b'addr'
b'3411171891',b'housenumber',b'1035',b'addr'
b'3411171891',b'postcode',b'40203',b'addr'
b'3411171891',b'state',b'KY',b'addr'
b'3411171891',b'street',b'South Jackson Street',b'addr'
b'3411171891',b'unit',b'6',b'addr'
b'3411171892',b'city',b'Louisville',b'addr'
b'3411171892',b'housenumber',b'1036',b'addr'
b'3411171892',b'postcode',b'40203',b'addr'
b'3411171892',b'state',b'KY',b'addr'
b'3411171892',b'street',b'South Hancock Street',b'addr'
b'3411171993',b'city',b'Louisville',b'addr'
b'3411171993',b'housenumber',b'1036',b'addr'
b'3411171993',b'postcode',b'40203',b'addr'
b'3411171993',b'state',b'KY',b'addr'
b'3411171993',b'street',b'South Preston Street',b'addr'
b'3411171994',b'city',b'Louisville',b'addr'
b'3411171994',b'housenumber',b'1037',b'addr'
b'3411171994',b'postcode',b'40203',b'addr'
b'3411171994',b'state',b'KY',b'addr'
b'3411171994',b'street',b'South Jackson Street',b'addr'
b'3411171994',b'unit',b'7',b'addr'
b'3411171995',b'city',b'Louisville',b'addr'
b'3411171995',b'housenumber',b'1037',b'addr'
b'3411171995',b'postcode',b'40203',b'addr'
b'3411171995',b'state',b'KY',b'addr'
b'3411171995',b'street',b'South Jackson Street',b'addr'
b'3411171995',b'unit',b'8',b'addr'
b'3411171996',b'city',b'Louisville',b'addr'
b'3411171996',b'housenumber',b'1037',b'addr'
b'3411171996',b'postcode',b'40203',b'addr'
b'3411171996',b'state',b'KY',b'addr'
b'3411171996',b'street',b'South Jackson Street',b'addr'
