b'id',b'key',b'value',b'type' 
b'3435144591',b'housenumber',b'601',b'addr'
b'3435144591',b'postcode',b'40217',b'addr'
b'3435144591',b'state',b'KY',b'addr'
b'3435144591',b'street',b'East Burnett Avenue',b'addr'
b'3435145093',b'city',b'Louisville',b'addr'
b'3435145093',b'housenumber',b'602',b'addr'
b'3435145093',b'postcode',b'40217',b'addr'
b'3435145093',b'state',b'KY',b'addr'
b'3435145093',b'street',b'East Burnett Avenue',b'addr'
b'3435145093',b'unit',b'2',b'addr'
b'3435145094',b'city',b'Louisville',b'addr'
b'3435145094',b'housenumber',b'602',b'addr'
b'3435145094',b'postcode',b'40217',b'addr'
b'3435145094',b'state',b'KY',b'addr'
b'3435145094',b'street',b'East Burnett Avenue',b'addr'
b'3435145094',b'unit',b'1',b'addr'
b'3435145095',b'city',b'Louisville',b'addr'
b'3435145095',b'housenumber',b'603',b'addr'
b'3435145095',b'postcode',b'40217',b'addr'
b'3435145095',b'state',b'KY',b'addr'
b'3435145095',b'street',b'East Burnett Avenue',b'addr'
b'3435145096',b'city',b'Louisville',b'addr'
b'3435145096',b'housenumber',b'604',b'addr'
b'3435145096',b'postcode',b'40217',b'addr'
b'3435145096',b'state',b'KY',b'addr'
b'3435145096',b'street',b'Cardwell Avenue',b'addr'
b'3435145097',b'city',b'Louisville',b'addr'
b'3435145097',b'housenumber',b'605',b'addr'
b'3435145097',b'postcode',b'40217',b'addr'
b'3435145097',b'state',b'KY',b'addr'
b'3435145097',b'street',b'East Hill Street',b'addr'
b'3435145097',b'unit',b'3',b'addr'
b'3435145098',b'city',b'Louisville',b'addr'
b'3435145098',b'housenumber',b'605',b'addr'
b'3435145098',b'postcode',b'40217',b'addr'
b'3435145098',b'state',b'KY',b'addr'
b'3435145098',b'street',b'East Hill Street',b'addr'
b'3435145098',b'unit',b'1',b'addr'
b'3435145099',b'city',b'Louisville',b'addr'
b'3435145099',b'housenumber',b'605',b'addr'
b'3435145099',b'postcode',b'40217',b'addr'
b'3435145099',b'state',b'KY',b'addr'
b'3435145099',b'street',b'East Hill Street',b'addr'
b'3435145099',b'unit',b'2',b'addr'
b'3435145100',b'city',b'Louisville',b'addr'
b'3435145100',b'housenumber',b'606',b'addr'
b'3435145100',b'postcode',b'40217',b'addr'
b'3435145100',b'state',b'KY',b'addr'
b'3435145100',b'street',b'Cardwell Avenue',b'addr'
b'3435145102',b'city',b'Louisville',b'addr'
b'3435145102',b'housenumber',b'608',b'addr'
b'3435145102',b'postcode',b'40217',b'addr'
b'3435145102',b'state',b'KY',b'addr'
b'3435145102',b'street',b'Cardwell Avenue',b'addr'
b'3435145103',b'city',b'Louisville',b'addr'
b'3435145103',b'housenumber',b'611',b'addr'
b'3435145103',b'postcode',b'40217',b'addr'
b'3435145103',b'state',b'KY',b'addr'
b'3435145103',b'street',b'Meriwether Avenue',b'addr'
b'3435145104',b'city',b'Louisville',b'addr'
b'3435145104',b'housenumber',b'611',b'addr'
b'3435145104',b'postcode',b'40217',b'addr'
b'3435145104',b'state',b'KY',b'addr'
b'3435145104',b'street',b'South Hancock Street',b'addr'
b'3435145106',b'city',b'Louisville',b'addr'
b'3435145106',b'housenumber',b'615',b'addr'
b'3435145106',b'postcode',b'40217',b'addr'
b'3435145106',b'state',b'KY',b'addr'
b'3435145106',b'street',b'East Hill Street',b'addr'
b'3435145107',b'city',b'Louisville',b'addr'
b'3435145107',b'housenumber',b'615',b'addr'
b'3435145107',b'postcode',b'40217',b'addr'
b'3435145107',b'state',b'KY',b'addr'
b'3435145107',b'street',b'Meriwether Avenue',b'addr'
b'3435145108',b'city',b'Louisville',b'addr'
b'3435145108',b'housenumber',b'616',b'addr'
b'3435145108',b'postcode',b'40217',b'addr'
b'3435145108',b'state',b'KY',b'addr'
b'3435145108',b'street',b'East Burnett Avenue',b'addr'
b'3435145109',b'city',b'Louisville',b'addr'
b'3435145109',b'housenumber',b'618',b'addr'
b'3435145109',b'postcode',b'40217',b'addr'
b'3435145109',b'state',b'KY',b'addr'
b'3435145109',b'street',b'Meriwether Avenue',b'addr'
b'3435145110',b'city',b'Louisville',b'addr'
b'3435145110',b'housenumber',b'623',b'addr'
b'3435145110',b'postcode',b'40217',b'addr'
b'3435145110',b'state',b'KY',b'addr'
b'3435145110',b'street',b'East Hill Street',b'addr'
b'3435145111',b'city',b'Louisville',b'addr'
b'3435145111',b'housenumber',b'624',b'addr'
b'3435145111',b'postcode',b'40217',b'addr'
b'3435145111',b'state',b'KY',b'addr'
b'3435145111',b'street',b'Meriwether Avenue',b'addr'
b'3435145112',b'city',b'Louisville',b'addr'
b'3435145112',b'housenumber',b'629',b'addr'
b'3435145112',b'postcode',b'40217',b'addr'
b'3435145112',b'state',b'KY',b'addr'
b'3435145112',b'street',b'East Burnett Avenue',b'addr'
b'3435145112',b'unit',b'1',b'addr'
b'3435145113',b'city',b'Louisville',b'addr'
b'3435145113',b'housenumber',b'629',b'addr'
b'3435145113',b'postcode',b'40217',b'addr'
b'3435145113',b'state',b'KY',b'addr'
b'3435145113',b'street',b'East Burnett Avenue',b'addr'
b'3435145113',b'unit',b'2',b'addr'
b'3435145114',b'city',b'Louisville',b'addr'
b'3435145114',b'housenumber',b'629',b'addr'
b'3435145114',b'postcode',b'40217',b'addr'
b'3435145114',b'state',b'KY',b'addr'
b'3435145114',b'street',b'East Burnett Avenue',b'addr'
b'3435145114',b'unit',b'3',b'addr'
b'3435145115',b'city',b'Louisville',b'addr'
b'3435145115',b'housenumber',b'629',b'addr'
b'3435145115',b'postcode',b'40217',b'addr'
b'3435145115',b'state',b'KY',b'addr'
b'3435145115',b'street',b'East Hill Street',b'addr'
b'3435145116',b'city',b'Louisville',b'addr'
b'3435145116',b'housenumber',b'630',b'addr'
b'3435145116',b'postcode',b'40217',b'addr'
b'3435145116',b'state',b'KY',b'addr'
b'3435145116',b'street',b'Meriwether Avenue',b'addr'
b'3435145117',b'city',b'Louisville',b'addr'
b'3435145117',b'housenumber',b'632',b'addr'
b'3435145117',b'postcode',b'40217',b'addr'
b'3435145117',b'state',b'KY',b'addr'
b'3435145117',b'street',b'Meriwether Avenue',b'addr'
b'3435145118',b'city',b'Louisville',b'addr'
b'3435145118',b'housenumber',b'634',b'addr'
b'3435145118',b'postcode',b'40217',b'addr'
b'3435145118',b'state',b'KY',b'addr'
b'3435145118',b'street',b'Meriwether Avenue',b'addr'
b'3435145119',b'city',b'Louisville',b'addr'
b'3435145119',b'housenumber',b'638',b'addr'
b'3435145119',b'postcode',b'40217',b'addr'
b'3435145119',b'state',b'KY',b'addr'
b'3435145119',b'street',b'Meriwether Avenue',b'addr'
b'3435145120',b'city',b'Louisville',b'addr'
b'3435145120',b'housenumber',b'641',b'addr'
b'3435145120',b'postcode',b'40217',b'addr'
b'3435145120',b'state',b'KY',b'addr'
b'3435145120',b'street',b'East Burnett Avenue',b'addr'
b'3435145121',b'city',b'Louisville',b'addr'
b'3435145121',b'housenumber',b'701',b'addr'
b'3435145121',b'postcode',b'40217',b'addr'
b'3435145121',b'state',b'KY',b'addr'
b'3435145121',b'street',b'East Hill Street',b'addr'
b'3435145121',b'unit',b'2',b'addr'
b'3435145122',b'city',b'Louisville',b'addr'
b'3435145122',b'housenumber',b'701',b'addr'
b'3435145122',b'postcode',b'40217',b'addr'
b'3435145122',b'state',b'KY',b'addr'
b'3435145122',b'street',b'East Hill Street',b'addr'
b'3435145122',b'unit',b'1',b'addr'
b'3435145123',b'city',b'Louisville',b'addr'
b'3435145123',b'housenumber',b'702',b'addr'
b'3435145123',b'postcode',b'40217',b'addr'
b'3435145123',b'state',b'KY',b'addr'
b'3435145123',b'street',b'East Burnett Avenue',b'addr'
b'3435145123',b'unit',b'4',b'addr'
b'3435145124',b'city',b'Louisville',b'addr'
b'3435145124',b'housenumber',b'702',b'addr'
b'3435145124',b'postcode',b'40217',b'addr'
b'3435145124',b'state',b'KY',b'addr'
b'3435145124',b'street',b'East Burnett Avenue',b'addr'
b'3435145124',b'unit',b'3',b'addr'
b'3435145125',b'city',b'Louisville',b'addr'
b'3435145125',b'housenumber',b'702',b'addr'
b'3435145125',b'postcode',b'40217',b'addr'
b'3435145125',b'state',b'KY',b'addr'
b'3435145125',b'street',b'East Burnett Avenue',b'addr'
b'3435145125',b'unit',b'6',b'addr'
b'3435145126',b'city',b'Louisville',b'addr'
b'3435145126',b'housenumber',b'702',b'addr'
b'3435145126',b'postcode',b'40217',b'addr'
b'3435145126',b'state',b'KY',b'addr'
b'3435145126',b'street',b'East Burnett Avenue',b'addr'
b'3435145126',b'unit',b'2',b'addr'
b'3435145127',b'city',b'Louisville',b'addr'
b'3435145127',b'housenumber',b'702',b'addr'
b'3435145127',b'postcode',b'40217',b'addr'
b'3435145127',b'state',b'KY',b'addr'
b'3435145127',b'street',b'East Burnett Avenue',b'addr'
b'3435145127',b'unit',b'5',b'addr'
b'3435145128',b'city',b'Louisville',b'addr'
b'3435145128',b'housenumber',b'702',b'addr'
b'3435145128',b'postcode',b'40217',b'addr'
b'3435145128',b'state',b'KY',b'addr'
b'3435145128',b'street',b'East Burnett Avenue',b'addr'
b'3435145128',b'unit',b'1',b'addr'
b'3435145131',b'city',b'Louisville',b'addr'
b'3435145131',b'housenumber',b'707',b'addr'
b'3435145131',b'postcode',b'40217',b'addr'
b'3435145131',b'state',b'KY',b'addr'
b'3435145131',b'street',b'East Burnett Avenue',b'addr'
b'3435145132',b'city',b'Louisville',b'addr'
b'3435145132',b'housenumber',b'709',b'addr'
b'3435145132',b'postcode',b'40217',b'addr'
b'3435145132',b'state',b'KY',b'addr'
b'3435145132',b'street',b'East Burnett Avenue',b'addr'
b'3435145133',b'city',b'Louisville',b'addr'
b'3435145133',b'housenumber',b'709',b'addr'
b'3435145133',b'postcode',b'40217',b'addr'
b'3435145133',b'state',b'KY',b'addr'
b'3435145133',b'street',b'East Hill Street',b'addr'
b'3435145134',b'city',b'Louisville',b'addr'
b'3435145134',b'housenumber',b'716',b'addr'
b'3435145134',b'postcode',b'40217',b'addr'
b'3435145134',b'state',b'KY',b'addr'
b'3435145134',b'street',b'Meriwether Avenue',b'addr'
b'3435145135',b'city',b'Louisville',b'addr'
b'3435145135',b'housenumber',b'718',b'addr'
b'3435145135',b'postcode',b'40217',b'addr'
b'3435145135',b'state',b'KY',b'addr'
b'3435145135',b'street',b'Meriwether Avenue',b'addr'
b'3435145136',b'city',b'Louisville',b'addr'
b'3435145136',b'housenumber',b'720',b'addr'
b'3435145136',b'postcode',b'40217',b'addr'
b'3435145136',b'state',b'KY',b'addr'
b'3435145136',b'street',b'Meriwether Avenue',b'addr'
b'3435145137',b'city',b'Louisville',b'addr'
b'3435145137',b'housenumber',b'722',b'addr'
b'3435145137',b'postcode',b'40217',b'addr'
b'3435145137',b'state',b'KY',b'addr'
b'3435145137',b'street',b'Meriwether Avenue',b'addr'
b'3435145138',b'city',b'Louisville',b'addr'
b'3435145138',b'housenumber',b'724',b'addr'
b'3435145138',b'postcode',b'40217',b'addr'
b'3435145138',b'state',b'KY',b'addr'
b'3435145138',b'street',b'Meriwether Avenue',b'addr'
b'3435145140',b'city',b'Louisville',b'addr'
b'3435145140',b'housenumber',b'731',b'addr'
b'3435145140',b'postcode',b'40217',b'addr'
b'3435145140',b'state',b'KY',b'addr'
b'3435145140',b'street',b'Meriwether Avenue',b'addr'
b'3435145141',b'city',b'Louisville',b'addr'
b'3435145141',b'housenumber',b'735',b'addr'
b'3435145141',b'postcode',b'40217',b'addr'
b'3435145141',b'state',b'KY',b'addr'
b'3435145141',b'street',b'Taylor Court',b'addr'
b'3435145143',b'city',b'Louisville',b'addr'
b'3435145143',b'housenumber',b'736',b'addr'
b'3435145143',b'postcode',b'40217',b'addr'
b'3435145143',b'state',b'KY',b'addr'
b'3435145143',b'street',b'Taylor Court',b'addr'
b'3435145144',b'city',b'Louisville',b'addr'
b'3435145144',b'housenumber',b'737',b'addr'
b'3435145144',b'postcode',b'40217',b'addr'
b'3435145144',b'state',b'KY',b'addr'
b'3435145144',b'street',b'Taylor Court',b'addr'
b'3435145145',b'city',b'Louisville',b'addr'
b'3435145145',b'housenumber',b'738',b'addr'
b'3435145145',b'postcode',b'40217',b'addr'
b'3435145145',b'state',b'KY',b'addr'
b'3435145145',b'street',b'Taylor Court',b'addr'
b'3435145147',b'city',b'Louisville',b'addr'
b'3435145147',b'housenumber',b'752',b'addr'
b'3435145147',b'postcode',b'40217',b'addr'
b'3435145147',b'state',b'KY',b'addr'
b'3435145147',b'street',b'Meriwether Avenue',b'addr'
b'3443852612',b'city',b'Louisville',b'addr'
b'3443852612',b'housenumber',b'1000',b'addr'
b'3443852612',b'postcode',b'40210',b'addr'
b'3443852612',b'state',b'KY',b'addr'
b'3443852612',b'street',b'Dumesnil Street',b'addr'
b'3443852614',b'city',b'Louisville',b'addr'
b'3443852614',b'housenumber',b'1000',b'addr'
b'3443852614',b'postcode',b'40210',b'addr'
b'3443852614',b'state',b'KY',b'addr'
b'3443852614',b'street',b'West Oak Street',b'addr'
b'3443852615',b'city',b'Louisville',b'addr'
b'3443852615',b'housenumber',b'1000',b'addr'
b'3443852615',b'postcode',b'40210',b'addr'
b'3443852615',b'state',b'KY',b'addr'
b'3443852615',b'street',b'West Ormsby Avenue',b'addr'
b'3443852616',b'city',b'Louisville',b'addr'
b'3443852616',b'housenumber',b'1000',b'addr'
b'3443852616',b'postcode',b'40210',b'addr'
b'3443852616',b'state',b'KY',b'addr'
b'3443852616',b'street',b'West Ormsby Avenue',b'addr'
b'3443852617',b'city',b'Louisville',b'addr'
b'3443852617',b'housenumber',b'1001',b'addr'
b'3443852617',b'postcode',b'40210',b'addr'
b'3443852617',b'state',b'KY',b'addr'
b'3443852617',b'street',b'Dumesnil Street',b'addr'
b'3443852618',b'city',b'Louisville',b'addr'
b'3443852618',b'housenumber',b'1001',b'addr'
b'3443852618',b'postcode',b'40210',b'addr'
b'3443852618',b'state',b'KY',b'addr'
b'3443852618',b'street',b'St Louis Avenue',b'addr'
b'3443852619',b'city',b'Louisville',b'addr'
b'3443852619',b'housenumber',b'1001',b'addr'
b'3443852619',b'postcode',b'40210',b'addr'
b'3443852619',b'state',b'KY',b'addr'
b'3443852619',b'street',b'West Magnolia Avenue',b'addr'
b'3443852620',b'city',b'Louisville',b'addr'
b'3443852620',b'housenumber',b'1001',b'addr'
b'3443852620',b'postcode',b'40210',b'addr'
b'3443852620',b'state',b'KY',b'addr'
b'3443852620',b'street',b'West Ormsby Avenue',b'addr'
b'3443852621',b'city',b'Louisville',b'addr'
b'3443852621',b'housenumber',b'1002',b'addr'
b'3443852621',b'postcode',b'40210',b'addr'
b'3443852621',b'state',b'KY',b'addr'
b'3443852621',b'street',b'Dumesnil Street',b'addr'
b'3443852622',b'city',b'Louisville',b'addr'
b'3443852622',b'housenumber',b'1003',b'addr'
b'3443852622',b'postcode',b'40210',b'addr'
b'3443852622',b'state',b'KY',b'addr'
b'3443852622',b'street',b'Dumesnil Street',b'addr'
b'3443852623',b'city',b'Louisville',b'addr'
b'3443852623',b'housenumber',b'1004',b'addr'
b'3443852623',b'postcode',b'40210',b'addr'
b'3443852623',b'state',b'KY',b'addr'
b'3443852623',b'street',b'West Oak Street',b'addr'
b'3443852624',b'city',b'Louisville',b'addr'
b'3443852624',b'housenumber',b'1005',b'addr'
b'3443852624',b'postcode',b'40210',b'addr'
b'3443852624',b'state',b'KY',b'addr'
b'3443852624',b'street',b'Dumesnil Street',b'addr'
b'3443852625',b'city',b'Louisville',b'addr'
b'3443852625',b'housenumber',b'1006',b'addr'
b'3443852625',b'postcode',b'40210',b'addr'
b'3443852625',b'state',b'KY',b'addr'
b'3443852625',b'street',b'Dumesnil Street',b'addr'
b'3443852626',b'city',b'Louisville',b'addr'
b'3443852626',b'housenumber',b'1006',b'addr'
b'3443852626',b'postcode',b'40210',b'addr'
b'3443852626',b'state',b'KY',b'addr'
b'3443852626',b'street',b'West Oak Street',b'addr'
b'3443852627',b'city',b'Louisville',b'addr'
b'3443852627',b'housenumber',b'1007',b'addr'
b'3443852627',b'postcode',b'40210',b'addr'
b'3443852627',b'state',b'KY',b'addr'
b'3443852627',b'street',b'Dumesnil Street',b'addr'
b'3443852629',b'city',b'Louisville',b'addr'
b'3443852629',b'housenumber',b'1010',b'addr'
b'3443852629',b'postcode',b'40210',b'addr'
b'3443852629',b'state',b'KY',b'addr'
b'3443852629',b'street',b'Dumesnil Street',b'addr'
b'3443852630',b'city',b'Louisville',b'addr'
b'3443852630',b'housenumber',b'1011',b'addr'
b'3443852630',b'postcode',b'40210',b'addr'
b'3443852630',b'state',b'KY',b'addr'
b'3443852630',b'street',b'Dumesnil Street',b'addr'
b'3443852631',b'city',b'Louisville',b'addr'
b'3443852631',b'housenumber',b'1012',b'addr'
b'3443852631',b'postcode',b'40210',b'addr'
b'3443852631',b'state',b'KY',b'addr'
b'3443852631',b'street',b'Dumesnil Street',b'addr'
b'3443852632',b'city',b'Louisville',b'addr'
b'3443852632',b'housenumber',b'1013',b'addr'
b'3443852632',b'postcode',b'40210',b'addr'
b'3443852632',b'state',b'KY',b'addr'
b'3443852632',b'street',b'Dumesnil Street',b'addr'
b'3443852633',b'city',b'Louisville',b'addr'
b'3443852633',b'housenumber',b'1014',b'addr'
b'3443852633',b'postcode',b'40210',b'addr'
b'3443852633',b'state',b'KY',b'addr'
b'3443852633',b'street',b'Dumesnil Street',b'addr'
b'3443852634',b'city',b'Louisville',b'addr'
b'3443852634',b'housenumber',b'1014',b'addr'
b'3443852634',b'postcode',b'40210',b'addr'
b'3443852634',b'state',b'KY',b'addr'
b'3443852634',b'street',b'West Oak Street',b'addr'
b'3443852635',b'city',b'Louisville',b'addr'
b'3443852635',b'housenumber',b'1015',b'addr'
b'3443852635',b'postcode',b'40210',b'addr'
b'3443852635',b'state',b'KY',b'addr'
b'3443852635',b'street',b'Dumesnil Street',b'addr'
b'3443852636',b'city',b'Louisville',b'addr'
b'3443852636',b'housenumber',b'1016',b'addr'
b'3443852636',b'postcode',b'40210',b'addr'
b'3443852636',b'state',b'KY',b'addr'
b'3443852636',b'street',b'Dumesnil Street',b'addr'
b'3443852637',b'city',b'Louisville',b'addr'
b'3443852637',b'housenumber',b'1016',b'addr'
b'3443852637',b'postcode',b'40210',b'addr'
b'3443852637',b'state',b'KY',b'addr'
b'3443852637',b'street',b'West Oak Street',b'addr'
b'3443852639',b'city',b'Louisville',b'addr'
b'3443852639',b'housenumber',b'1018',b'addr'
b'3443852639',b'postcode',b'40210',b'addr'
b'3443852639',b'state',b'KY',b'addr'
b'3443852639',b'street',b'Dumesnil Street',b'addr'
b'3443852640',b'city',b'Louisville',b'addr'
b'3443852640',b'housenumber',b'1018',b'addr'
b'3443852640',b'postcode',b'40210',b'addr'
b'3443852640',b'state',b'KY',b'addr'
b'3443852640',b'street',b'West Oak Street',b'addr'
b'3443852641',b'city',b'Louisville',b'addr'
b'3443852641',b'housenumber',b'1019',b'addr'
b'3443852641',b'postcode',b'40210',b'addr'
b'3443852641',b'state',b'KY',b'addr'
b'3443852641',b'street',b'Dumesnil Street',b'addr'
b'3443852642',b'city',b'Louisville',b'addr'
b'3443852642',b'housenumber',b'1021',b'addr'
b'3443852642',b'postcode',b'40210',b'addr'
b'3443852642',b'state',b'KY',b'addr'
b'3443852642',b'street',b'Dumesnil Street',b'addr'
b'3443852643',b'city',b'Louisville',b'addr'
b'3443852643',b'housenumber',b'1023',b'addr'
b'3443852643',b'postcode',b'40210',b'addr'
b'3443852643',b'state',b'KY',b'addr'
b'3443852643',b'street',b'Dumesnil Street',b'addr'
b'3443852644',b'city',b'Louisville',b'addr'
b'3443852644',b'housenumber',b'1024',b'addr'
b'3443852644',b'postcode',b'40210',b'addr'
b'3443852644',b'state',b'KY',b'addr'
b'3443852644',b'street',b'Dumesnil Street',b'addr'
b'3443852645',b'city',b'Louisville',b'addr'
b'3443852645',b'housenumber',b'1024',b'addr'
b'3443852645',b'postcode',b'40210',b'addr'
b'3443852645',b'state',b'KY',b'addr'
b'3443852645',b'street',b'West Oak Street',b'addr'
b'3443852646',b'city',b'Louisville',b'addr'
b'3443852646',b'housenumber',b'1025',b'addr'
b'3443852646',b'postcode',b'40210',b'addr'
b'3443852646',b'state',b'KY',b'addr'
b'3443852646',b'street',b'Dumesnil Street',b'addr'
b'3443852647',b'city',b'Louisville',b'addr'
b'3443852647',b'housenumber',b'1026',b'addr'
b'3443852647',b'postcode',b'40210',b'addr'
b'3443852647',b'state',b'KY',b'addr'
b'3443852647',b'street',b'Dumesnil Street',b'addr'
b'3443852648',b'city',b'Louisville',b'addr'
b'3443852648',b'housenumber',b'1026',b'addr'
b'3443852648',b'postcode',b'40210',b'addr'
b'3443852648',b'state',b'KY',b'addr'
b'3443852648',b'street',b'West Oak Street',b'addr'
b'3443852649',b'city',b'Louisville',b'addr'
b'3443852649',b'housenumber',b'1027',b'addr'
b'3443852649',b'postcode',b'40210',b'addr'
b'3443852649',b'state',b'KY',b'addr'
b'3443852649',b'street',b'Dumesnil Street',b'addr'
b'3443852652',b'city',b'Louisville',b'addr'
b'3443852652',b'housenumber',b'1100',b'addr'
b'3443852652',b'postcode',b'40210',b'addr'
b'3443852652',b'state',b'KY',b'addr'
b'3443852652',b'street',b'Wilson Avenue',b'addr'
b'3443852653',b'city',b'Louisville',b'addr'
b'3443852653',b'housenumber',b'1101',b'addr'
b'3443852653',b'postcode',b'40210',b'addr'
b'3443852653',b'state',b'KY',b'addr'
b'3443852653',b'street',b'Dumesnil Street',b'addr'
b'3443852655',b'city',b'Louisville',b'addr'
b'3443852655',b'housenumber',b'1101',b'addr'
b'3443852655',b'postcode',b'40210',b'addr'
b'3443852655',b'state',b'KY',b'addr'
b'3443852655',b'street',b'Wilson Avenue',b'addr'
b'3443852656',b'city',b'Louisville',b'addr'
b'3443852656',b'housenumber',b'1102',b'addr'
b'3443852656',b'postcode',b'40210',b'addr'
b'3443852656',b'state',b'KY',b'addr'
b'3443852656',b'street',b'Wilson Avenue',b'addr'
b'3443852657',b'city',b'Louisville',b'addr'
b'3443852657',b'housenumber',b'1104',b'addr'
b'3443852657',b'postcode',b'40210',b'addr'
b'3443852657',b'state',b'KY',b'addr'
b'3443852657',b'street',b'Wilson Avenue',b'addr'
b'3443852658',b'city',b'Louisville',b'addr'
b'3443852658',b'housenumber',b'1106',b'addr'
b'3443852658',b'postcode',b'40210',b'addr'
b'3443852658',b'state',b'KY',b'addr'
b'3443852658',b'street',b'Wilson Avenue',b'addr'
b'3443852660',b'city',b'Louisville',b'addr'
b'3443852660',b'housenumber',b'1108',b'addr'
b'3443852660',b'postcode',b'40210',b'addr'
b'3443852660',b'state',b'KY',b'addr'
b'3443852660',b'street',b'Wilson Avenue',b'addr'
b'3443852665',b'city',b'Louisville',b'addr'
b'3443852665',b'housenumber',b'1112',b'addr'
b'3443852665',b'postcode',b'40210',b'addr'
b'3443852665',b'state',b'KY',b'addr'
b'3443852665',b'street',b'Quality Choice Place',b'addr'
b'3443852670',b'city',b'Louisville',b'addr'
b'3443852670',b'housenumber',b'1115',b'addr'
b'3443852670',b'postcode',b'40210',b'addr'
b'3443852670',b'state',b'KY',b'addr'
b'3443852670',b'street',b'South 12th Street',b'addr'
b'3443852675',b'city',b'Louisville',b'addr'
b'3443852675',b'housenumber',b'1118',b'addr'
b'3443852675',b'postcode',b'40210',b'addr'
b'3443852675',b'state',b'KY',b'addr'
b'3443852675',b'street',b'Wilson Avenue',b'addr'
b'3443852678',b'city',b'Louisville',b'addr'
b'3443852678',b'housenumber',b'1120',b'addr'
b'3443852678',b'postcode',b'40210',b'addr'
b'3443852678',b'state',b'KY',b'addr'
b'3443852678',b'street',b'West Magnolia Avenue',b'addr'
b'3443852680',b'city',b'Louisville',b'addr'
b'3443852680',b'housenumber',b'1121',b'addr'
b'3443852680',b'postcode',b'40210',b'addr'
b'3443852680',b'state',b'KY',b'addr'
b'3443852680',b'street',b'A Plus Way',b'addr'
b'3443852684',b'city',b'Louisville',b'addr'
b'3443852684',b'housenumber',b'1121',b'addr'
b'3443852684',b'postcode',b'40210',b'addr'
b'3443852684',b'state',b'KY',b'addr'
b'3443852684',b'street',b'West Oak Street',b'addr'
b'3443852685',b'city',b'Louisville',b'addr'
b'3443852685',b'housenumber',b'1122',b'addr'
b'3443852685',b'postcode',b'40210',b'addr'
b'3443852685',b'state',b'KY',b'addr'
b'3443852685',b'street',b'Wilson Avenue',b'addr'
b'3443852688',b'city',b'Louisville',b'addr'
b'3443852688',b'housenumber',b'1123',b'addr'
b'3443852688',b'postcode',b'40210',b'addr'
b'3443852688',b'state',b'KY',b'addr'
b'3443852688',b'street',b'St Louis Avenue',b'addr'
b'3443852690',b'city',b'Louisville',b'addr'
b'3443852690',b'housenumber',b'1123',b'addr'
b'3443852690',b'postcode',b'40210',b'addr'
b'3443852690',b'state',b'KY',b'addr'
b'3443852690',b'street',b'West Oak Street',b'addr'
b'3443852692',b'city',b'Louisville',b'addr'
b'3443852692',b'housenumber',b'1124',b'addr'
b'3443852692',b'postcode',b'40210',b'addr'
b'3443852692',b'state',b'KY',b'addr'
b'3443852692',b'street',b'Wilson Avenue',b'addr'
b'3443854093',b'city',b'Louisville',b'addr'
b'3443854093',b'housenumber',b'1125',b'addr'
b'3443854093',b'postcode',b'40210',b'addr'
b'3443854093',b'state',b'KY',b'addr'
b'3443854093',b'street',b'South 12th Street',b'addr'
b'3443854095',b'city',b'Louisville',b'addr'
b'3443854095',b'housenumber',b'1125',b'addr'
b'3443854095',b'postcode',b'40210',b'addr'
b'3443854095',b'state',b'KY',b'addr'
b'3443854095',b'street',b'St Louis Avenue',b'addr'
b'3443854096',b'city',b'Louisville',b'addr'
b'3443854096',b'housenumber',b'1125',b'addr'
b'3443854096',b'postcode',b'40210',b'addr'
b'3443854096',b'state',b'KY',b'addr'
b'3443854096',b'street',b'West Oak Street',b'addr'
b'3443854109',b'city',b'Louisville',b'addr'
b'3443854109',b'housenumber',b'1139',b'addr'
b'3443854109',b'postcode',b'40210',b'addr'
b'3443854109',b'state',b'KY',b'addr'
b'3443854109',b'street',b'West Oak Street',b'addr'
b'3443854111',b'city',b'Louisville',b'addr'
b'3443854111',b'housenumber',b'1145',b'addr'
b'3443854111',b'postcode',b'40210',b'addr'
b'3443854111',b'state',b'KY',b'addr'
b'3443854111',b'street',b'South 12th Street',b'addr'
b'3443854112',b'city',b'Louisville',b'addr'
b'3443854112',b'housenumber',b'1147',b'addr'
b'3443854112',b'postcode',b'40210',b'addr'
b'3443854112',b'state',b'KY',b'addr'
b'3443854112',b'street',b'South 12th Street',b'addr'
b'3443854113',b'city',b'Louisville',b'addr'
b'3443854113',b'housenumber',b'1149',b'addr'
b'3443854113',b'postcode',b'40210',b'addr'
b'3443854113',b'state',b'KY',b'addr'
b'3443854113',b'street',b'South 12th Street',b'addr'
b'3443854114',b'city',b'Louisville',b'addr'
b'3443854114',b'housenumber',b'1151',b'addr'
b'3443854114',b'postcode',b'40210',b'addr'
b'3443854114',b'state',b'KY',b'addr'
b'3443854114',b'street',b'South 12th Street',b'addr'
b'3443854115',b'city',b'Louisville',b'addr'
b'3443854115',b'housenumber',b'1153',b'addr'
b'3443854115',b'postcode',b'40210',b'addr'
b'3443854115',b'state',b'KY',b'addr'
b'3443854115',b'street',b'South 12th Street',b'addr'
b'3443854125',b'city',b'Louisville',b'addr'
b'3443854125',b'housenumber',b'1208',b'addr'
b'3443854125',b'postcode',b'40210',b'addr'
b'3443854125',b'state',b'KY',b'addr'
b'3443854125',b'street',b'South 10th Street',b'addr'
b'3443854129',b'city',b'Louisville',b'addr'
b'3443854129',b'housenumber',b'1210',b'addr'
b'3443854129',b'postcode',b'40210',b'addr'
